,X,CensusTrct,INCOME,CLASS,N_return,N_single,N_joint,N_head,N_dpnd,INC,INC_R,DIS,CDF,Range0,Range1
230,11121,24003702208,"$100,000 under $200,000",5,1050,160,830,50,820,16420,2310,0.356041924,0.856350185,0.500308617,0.856350328
231,11131,24003702208,"$200,000 or more",6,730,50,670,0,700,7910,931,0.143495684,0.999845869,0.856350328,1
232,12192,24003702209,Total,0,6100,2590,2830,540,3820,38710,3944,0,0,0,0
233,12202,24003702209,"$1 under $25,000",1,1340,1120,90,110,240,5230,540,0.136916836,0.136916836,0,0.136916964
234,12212,24003702209,"$25,000 under $50,000",2,890,560,170,130,400,4790,506,0.128296146,0.265212982,0.136916964,0.265213108
235,12222,24003702209,"$50,000 under $75,000",3,740,410,220,80,290,4520,497,0.126014199,0.391227181,0.265213108,0.391227305
236,12232,24003702209,"$75,000 under $100,000",4,660,240,320,80,400,4620,492,0.12474645,0.515973631,0.391227305,0.515973992
237,12242,24003702209,"$100,000 under $200,000",5,1600,220,1240,110,1480,13730,1424,0.361054767,0.877028398,0.515973992,0.877028521
238,12252,24003702209,"$200,000 or more",6,870,40,790,30,1010,5820,485,0.122971602,1,0.877028521,1
239,11072,24003702300,Total,0,4500,1980,2140,270,2360,59810,5540,0,0,0,0
240,11082,24003702300,"$1 under $25,000",1,1030,860,80,80,190,8160,739,0.133393502,0.133393502,0,0.133393594
241,11092,24003702300,"$25,000 under $50,000",2,690,460,120,70,200,6800,510,0.092057762,0.225451264,0.133393594,0.225451345
242,11102,24003702300,"$50,000 under $75,000",3,550,280,200,40,240,6410,449,0.081046931,0.306498195,0.225451345,0.306498281
243,11112,24003702300,"$75,000 under $100,000",4,450,170,240,30,210,6480,478,0.086281588,0.392779783,0.306498281,0.392780112
244,11122,24003702300,"$100,000 under $200,000",5,1050,160,830,50,820,20380,1818,0.328158845,0.720938628,0.392780112,0.720938907
245,11132,24003702300,"$200,000 or more",6,730,50,670,0,700,11580,1544,0.278700361,0.999638989,0.720938907,1
246,11352,24003702402,Total,0,10570,4930,4360,1010,5850,56580,7266,0,0,0,0
247,11362,24003702402,"$1 under $25,000",1,2660,2160,190,260,610,11300,1558,0.214423342,0.214423342,0,0.214423519
248,11372,24003702402,"$25,000 under $50,000",2,1740,1100,270,290,740,9230,1290,0.177539224,0.391962565,0.214423519,0.391962682
249,11382,24003702402,"$50,000 under $75,000",3,1400,740,430,170,660,6610,844,0.116157446,0.508120011,0.391962682,0.508120101
250,11392,24003702402,"$75,000 under $100,000",4,1070,410,510,120,610,5360,655,0.090145885,0.598265896,0.508120101,0.598266127
251,11402,24003702402,"$100,000 under $200,000",5,2460,400,1880,140,2010,14400,1681,0.2313515,0.829617396,0.598266127,0.829617567
252,11412,24003702402,"$200,000 or more",6,1240,120,1080,30,1220,9680,1239,0.170520231,1.000137627,0.829617567,1
253,11353,24003702500,Total,0,10570,4930,4360,1010,5850,86990,4882,0,0,0,0
254,11363,24003702500,"$1 under $25,000",1,2660,2160,190,260,610,18680,1047,0.214461286,0.214461286,0,0.214461464
255,11373,24003702500,"$25,000 under $50,000",2,1740,1100,270,290,740,15260,865,0.177181483,0.391642769,0.214461464,0.391642886
256,11383,24003702500,"$50,000 under $75,000",3,1400,740,430,170,660,10220,569,0.116550594,0.508193363,0.391642886,0.508193454
257,11393,24003702500,"$75,000 under $100,000",4,1070,410,510,120,610,7910,440,0.090126997,0.598320361,0.508193454,0.598320593
258,11403,24003702500,"$100,000 under $200,000",5,2460,400,1880,140,2010,20580,1134,0.232281852,0.830602212,0.598320593,0.830602381
259,11413,24003702500,"$200,000 or more",6,1240,120,1080,30,1220,14340,826,0.169192954,0.999795166,0.830602381,1
260,1779,24003702601,Total,0,16880,9110,5300,2070,8630,30410,4749,0,0,0,0
261,1780,24003702601,"$1 under $25,000",1,4990,3770,310,850,2140,7380,1152,0.242577385,0.242577385,0,0.242577583
262,1781,24003702601,"$25,000 under $50,000",2,3480,2120,530,700,2150,6030,942,0.198357549,0.440934934,0.242577583,0.440935052
263,1782,24003702601,"$50,000 under $75,000",3,2230,1370,530,230,950,3610,564,0.118761845,0.559696778,0.440935052,0.559696862
264,1783,24003702601,"$75,000 under $100,000",4,1530,810,550,110,530,2550,398,0.083807117,0.643503896,0.559696862,0.643504099
265,1784,24003702601,"$100,000 under $200,000",5,2920,830,1920,130,1380,6180,965,0.203200674,0.846704569,0.643504099,0.846704723
266,1785,24003702601,"$200,000 or more",6,1730,210,1460,50,1480,4660,728,0.153295431,1,0.846704723,1
267,17791,24003702602,Total,0,16880,9110,5300,2070,8630,30410,5370,0,0,0,0
268,17801,24003702602,"$1 under $25,000",1,4990,3770,310,850,2140,7380,1303,0.24264432,0.24264432,0,0.242644519
269,17811,24003702602,"$25,000 under $50,000",2,3480,2120,530,700,2150,6030,1065,0.198324022,0.440968343,0.242644519,0.440968461
270,17821,24003702602,"$50,000 under $75,000",3,2230,1370,530,230,950,3610,638,0.118808194,0.559776536,0.440968461,0.55977662
271,17831,24003702602,"$75,000 under $100,000",4,1530,810,550,110,530,2550,450,0.083798883,0.643575419,0.55977662,0.643575622
272,17841,24003702602,"$100,000 under $200,000",5,2920,830,1920,130,1380,6180,1091,0.203165736,0.846741155,0.643575622,0.846741308
273,17851,24003702602,"$200,000 or more",6,1730,210,1460,50,1480,4660,823,0.153258845,1,0.846741308,1
274,1765,24003702701,Total,0,20610,11220,6710,2200,9230,36070,4713,0,0,0,0
275,1766,24003702701,"$1 under $25,000",1,5470,4200,340,860,2150,7890,1031,0.218756631,0.218756631,0,0.218756812
276,1767,24003702701,"$25,000 under $50,000",2,4010,2590,530,750,2160,6560,857,0.181837471,0.400594101,0.218756812,0.400594217
277,1768,24003702701,"$50,000 under $75,000",3,2830,1910,590,230,860,4180,546,0.115849777,0.516443879,0.400594217,0.516443967
278,1769,24003702701,"$75,000 under $100,000",4,1980,1070,720,130,560,3200,418,0.088690855,0.605134734,0.516443967,0.605134958
279,1770,24003702701,"$100,000 under $200,000",5,3940,1150,2520,180,1720,8090,1057,0.224273287,0.82940802,0.605134958,0.829408191
280,1771,24003702701,"$200,000 or more",6,2380,300,2010,50,1780,6150,804,0.17059198,1,0.829408191,1
281,11073,24003702702,Total,0,4500,1980,2140,270,2360,81230,38912,0,0,0,0
282,11083,24003702702,"$1 under $25,000",1,1030,860,80,80,190,19640,11036,0.283614309,0.283614309,0,0.283614523
283,11093,24003702702,"$25,000 under $50,000",2,690,460,120,70,200,15360,8309,0.2135331,0.49714741,0.283614523,0.49714755
284,11103,24003702702,"$50,000 under $75,000",3,550,280,200,40,240,10300,5466,0.140470806,0.637618215,0.49714755,0.637618314
285,11113,24003702702,"$75,000 under $100,000",4,450,170,240,30,210,7670,3815,0.098041735,0.735659951,0.637618314,0.735660119
286,11123,24003702702,"$100,000 under $200,000",5,1050,160,830,50,820,16740,6555,0.168457031,0.904116982,0.735660119,0.904117078
287,11133,24003702702,"$200,000 or more",6,730,50,670,0,700,11520,3732,0.095908717,1.000025699,0.904117078,1
288,17651,24003706101,Total,0,20610,11220,6710,2200,9230,72340,40435,0,0,0,0
289,17661,24003706101,"$1 under $25,000",1,5470,4200,340,860,2150,18350,11371,0.281216768,0.281216768,0,0.28121698
290,17671,24003706101,"$25,000 under $50,000",2,4010,2590,530,750,2160,14390,8587,0.212365525,0.493582293,0.28121698,0.493582432
291,17681,24003706101,"$50,000 under $75,000",3,2830,1910,590,230,860,9340,5643,0.139557314,0.633139607,0.493582432,0.633139704
292,17691,24003706101,"$75,000 under $100,000",4,1980,1070,720,130,560,6780,3949,0.097662916,0.730802523,0.633139704,0.730802693
293,17701,24003706101,"$100,000 under $200,000",5,3940,1150,2520,180,1720,14050,6894,0.170495858,0.90129838,0.730802693,0.901298479
294,17711,24003706101,"$200,000 or more",6,2380,300,2010,50,1780,9430,3990,0.098676889,0.999975269,0.901298479,1
295,17792,24003706301,Total,0,16880,9110,5300,2070,8630,30410,5684,0,0,0,0
296,17802,24003706301,"$1 under $25,000",1,4990,3770,310,850,2140,7380,1380,0.24278677,0.24278677,0,0.242786968
297,17812,24003706301,"$25,000 under $50,000",2,3480,2120,530,700,2150,6030,1127,0.198275862,0.441062632,0.242786968,0.441062751
298,17822,24003706301,"$50,000 under $75,000",3,2230,1370,530,230,950,3610,675,0.118754398,0.55981703,0.441062751,0.559817114
299,17832,24003706301,"$75,000 under $100,000",4,1530,810,550,110,530,2550,477,0.083919775,0.643736805,0.559817114,0.643737008
300,17842,24003706301,"$100,000 under $200,000",5,2920,830,1920,130,1380,6180,1155,0.20320197,0.846938776,0.643737008,0.846938929
301,17852,24003706301,"$200,000 or more",6,1730,210,1460,50,1480,4660,871,0.153237157,1.000175932,0.846938929,1
302,17793,24003706302,Total,0,16880,9110,5300,2070,8630,30410,4512,0,0,0,0
303,17803,24003706302,"$1 under $25,000",1,4990,3770,310,850,2140,7380,1095,0.24268617,0.24268617,0,0.242686369
304,17813,24003706302,"$25,000 under $50,000",2,3480,2120,530,700,2150,6030,895,0.198359929,0.441046099,0.242686369,0.441046218
305,17823,24003706302,"$50,000 under $75,000",3,2230,1370,530,230,950,3610,536,0.118794326,0.559840426,0.441046218,0.559840509
306,17833,24003706302,"$75,000 under $100,000",4,1530,810,550,110,530,2550,378,0.083776596,0.643617021,0.559840509,0.643617225
307,17843,24003706302,"$100,000 under $200,000",5,2920,830,1920,130,1380,6180,917,0.203235816,0.846852837,0.643617225,0.84685299
308,17853,24003706302,"$200,000 or more",6,1730,210,1460,50,1480,4660,691,0.153147163,1,0.84685299,1
309,17794,24003706401,Total,0,16880,9110,5300,2070,8630,30410,5472,0,0,0,0
310,17804,24003706401,"$1 under $25,000",1,4990,3770,310,850,2140,7380,1328,0.242690058,0.242690058,0,0.242690257
311,17814,24003706401,"$25,000 under $50,000",2,3480,2120,530,700,2150,6030,1085,0.198282164,0.440972222,0.242690257,0.440972341
312,17824,24003706401,"$50,000 under $75,000",3,2230,1370,530,230,950,3610,650,0.11878655,0.559758772,0.440972341,0.559758856
313,17834,24003706401,"$75,000 under $100,000",4,1530,810,550,110,530,2550,459,0.083881579,0.643640351,0.559758856,0.643640554
314,17844,24003706401,"$100,000 under $200,000",5,2920,830,1920,130,1380,6180,1112,0.203216374,0.846856725,0.643640554,0.846856878
315,17854,24003706401,"$200,000 or more",6,1730,210,1460,50,1480,4660,839,0.153326023,1.000182749,0.846856878,1
316,17795,24003706402,Total,0,16880,9110,5300,2070,8630,30410,3560,0,0,0,0
317,17805,24003706402,"$1 under $25,000",1,4990,3770,310,850,2140,7380,864,0.242696629,0.242696629,0,0.242696828
318,17815,24003706402,"$25,000 under $50,000",2,3480,2120,530,700,2150,6030,706,0.198314607,0.441011236,0.242696828,0.441011355
319,17825,24003706402,"$50,000 under $75,000",3,2230,1370,530,230,950,3610,423,0.118820225,0.559831461,0.441011355,0.559831545
320,17835,24003706402,"$75,000 under $100,000",4,1530,810,550,110,530,2550,299,0.083988764,0.643820225,0.559831545,0.643820428
321,17845,24003706402,"$100,000 under $200,000",5,2920,830,1920,130,1380,6180,723,0.203089888,0.846910112,0.643820428,0.846910266
322,17855,24003706402,"$200,000 or more",6,1730,210,1460,50,1480,4660,546,0.153370787,1.000280899,0.846910266,1
323,17652,24003706500,Total,0,20610,11220,6710,2200,9230,66480,5269,0,0,0,0
324,17662,24003706500,"$1 under $25,000",1,5470,4200,340,860,2150,15270,1168,0.221673942,0.221673942,0,0.221674126
325,17672,24003706500,"$25,000 under $50,000",2,4010,2590,530,750,2160,12590,969,0.183905864,0.405579806,0.221674126,0.405579923
326,17682,24003706500,"$50,000 under $75,000",3,2830,1910,590,230,860,7790,612,0.116151072,0.521730879,0.405579923,0.521730967
327,17692,24003706500,"$75,000 under $100,000",4,1980,1070,720,130,560,5750,464,0.088062251,0.60979313,0.521730967,0.609793351
328,17702,24003706500,"$100,000 under $200,000",5,3940,1150,2520,180,1720,14270,1168,0.221673942,0.831467072,0.609793351,0.83146724
329,17712,24003706500,"$200,000 or more",6,2380,300,2010,50,1780,10810,888,0.168532928,1,0.83146724,1
330,17653,24003706600,Total,0,20610,11220,6710,2200,9230,36070,4460,0,0,0,0
331,17663,24003706600,"$1 under $25,000",1,5470,4200,340,860,2150,7890,976,0.218834081,0.218834081,0,0.218834263
332,17673,24003706600,"$25,000 under $50,000",2,4010,2590,530,750,2160,6560,811,0.181838565,0.400672646,0.218834263,0.400672762
333,17683,24003706600,"$50,000 under $75,000",3,2830,1910,590,230,860,4180,517,0.115919283,0.516591928,0.400672762,0.516592017
334,17693,24003706600,"$75,000 under $100,000",4,1980,1070,720,130,560,3200,396,0.088789238,0.605381166,0.516592017,0.60538139
335,17703,24003706600,"$100,000 under $200,000",5,3940,1150,2520,180,1720,8090,1000,0.224215247,0.829596413,0.60538139,0.829596583
336,17713,24003706600,"$200,000 or more",6,2380,300,2010,50,1780,6150,760,0.170403587,1,0.829596583,1
337,17654,24003706700,Total,0,20610,11220,6710,2200,9230,73430,36778,0,0,0,0
338,17664,24003706700,"$1 under $25,000",1,5470,4200,340,860,2150,18590,10572,0.287454456,0.287454456,0,0.287454673
339,17674,24003706700,"$25,000 under $50,000",2,4010,2590,530,750,2160,14660,7953,0.216243406,0.503697863,0.287454673,0.503698006
340,17684,24003706700,"$50,000 under $75,000",3,2830,1910,590,230,860,9550,5254,0.142857143,0.646555006,0.503698006,0.646555105
341,17694,24003706700,"$75,000 under $100,000",4,1980,1070,720,130,560,6900,3635,0.098836261,0.745391267,0.646555105,0.745391432
342,17704,24003706700,"$100,000 under $200,000",5,3940,1150,2520,180,1720,14300,6076,0.165207461,0.910598728,0.745391432,0.910598817
343,17714,24003706700,"$200,000 or more",6,2380,300,2010,50,1780,9430,3288,0.089401272,1,0.910598817,1
344,505,24003707001,Total,0,1510,730,610,140,740,10830,5850,0,0,0,0
345,506,24003707001,"$1 under $25,000",1,380,320,30,30,70,1760,923,0.157777778,0.157777778,0,0.157777934
346,507,24003707001,"$25,000 under $50,000",2,290,170,50,50,110,1740,916,0.156581197,0.314358974,0.157777934,0.314359111
347,508,24003707001,"$50,000 under $75,000",3,240,120,80,30,110,1440,802,0.137094017,0.451452991,0.314359111,0.451453138
348,509,24003707001,"$75,000 under $100,000",4,180,60,110,30,120,1600,860,0.147008547,0.598461538,0.451453138,0.598461851
349,510,24003707001,"$100,000 under $200,000",5,340,60,270,0,260,3320,1827,0.312307692,0.910769231,0.598461851,0.91076932
350,511,24003707001,"$200,000 or more",6,80,0,70,0,70,970,522,0.089230769,1,0.91076932,1
351,5051,24003707002,Total,0,1510,730,610,140,740,5000,4550,0,0,0,0
352,5061,24003707002,"$1 under $25,000",1,380,320,30,30,70,860,783,0.172087912,0.172087912,0,0.17208808
353,5071,24003707002,"$25,000 under $50,000",2,290,170,50,50,110,840,766,0.168351648,0.34043956,0.17208808,0.340439692
354,5081,24003707002,"$50,000 under $75,000",3,240,120,80,30,110,660,599,0.131648352,0.472087912,0.340439692,0.472088064
355,5091,24003707002,"$75,000 under $100,000",4,180,60,110,30,120,760,692,0.152087912,0.624175824,0.472088064,0.624176116
356,5101,24003707002,"$100,000 under $200,000",5,340,60,270,0,260,1460,1327,0.291648352,0.915824176,0.624176116,0.91582426
357,5111,24003707002,"$200,000 or more",6,80,0,70,0,70,420,383,0.084175824,1,0.91582426,1
358,4282,24003708001,Total,0,3320,1570,1190,480,2100,31190,3544,0,0,0,0
359,4292,24003708001,"$1 under $25,000",1,1060,760,110,170,500,5520,569,0.160553047,0.160553047,0,0.160553192
360,4302,24003708001,"$25,000 under $50,000",2,750,390,150,170,460,4520,511,0.144187359,0.304740406,0.160553192,0.304740544
361,4312,24003708001,"$50,000 under $75,000",3,490,220,170,90,350,3900,489,0.137979684,0.44272009,0.304740544,0.442720209
362,4322,24003708001,"$75,000 under $100,000",4,280,110,140,50,170,3540,420,0.118510158,0.561230248,0.442720209,0.561230563
363,4332,24003708001,"$100,000 under $200,000",5,520,90,420,0,390,9870,1117,0.315180587,0.876410835,0.561230563,0.87641096
364,4342,24003708001,"$200,000 or more",6,220,0,200,0,230,3840,441,0.124435666,1.000846501,0.87641096,1
365,4283,24003708004,Total,0,3320,1570,1190,480,2100,17710,5778,0,0,0,0
366,4293,24003708004,"$1 under $25,000",1,1060,760,110,170,500,3300,1447,0.250432676,0.250432676,0,0.250432876
367,4303,24003708004,"$25,000 under $50,000",2,750,390,150,170,460,2710,1160,0.200761509,0.451194185,0.250432876,0.451194337
368,4313,24003708004,"$50,000 under $75,000",3,490,220,170,90,350,2150,879,0.152128764,0.603322949,0.451194337,0.603323043
369,4323,24003708004,"$75,000 under $100,000",4,280,110,140,50,170,1890,545,0.094323295,0.697646244,0.603323043,0.69764645
370,4333,24003708004,"$100,000 under $200,000",5,520,90,420,0,390,5360,1186,0.205261336,0.90290758,0.69764645,0.902907678
371,4343,24003708004,"$200,000 or more",6,220,0,200,0,230,2300,563,0.09743856,1.000346141,0.902907678,1
372,1233,24003730100,Total,0,18120,9200,5540,2790,9790,38870,9989,0,0,0,0
373,1234,24003730100,"$1 under $25,000",1,5330,3910,440,870,1970,9460,2557,0.25598158,0.25598158,0,0.255981816
374,1235,24003730100,"$25,000 under $50,000",2,4560,2630,740,990,2500,9080,2359,0.236159776,0.492141355,0.255981816,0.492141518
375,1236,24003730100,"$50,000 under $75,000",3,3140,1470,1010,520,1720,6570,1628,0.162979277,0.655120633,0.492141518,0.655120758
376,1237,24003730100,"$75,000 under $100,000",4,2050,710,1010,240,1240,4930,1253,0.125437982,0.780558614,0.655120758,0.780558811
377,1238,24003730100,"$100,000 under $200,000",5,2730,450,2070,170,2140,7910,1960,0.196215837,0.976774452,0.780558811,0.976774475
378,1239,24003730100,"$200,000 or more",6,310,30,270,0,220,920,232,0.023225548,1,0.976774475,1
379,12331,24003730203,Total,0,18120,9200,5540,2790,9790,82930,5524,0,0,0,0
380,12341,24003730203,"$1 under $25,000",1,5330,3910,440,870,1970,21400,1283,0.232259232,0.232259232,0,0.232259464
381,12351,24003730203,"$25,000 under $50,000",2,4560,2630,740,990,2500,21270,1278,0.231354091,0.463613324,0.232259464,0.463613498
382,12361,24003730203,"$50,000 under $75,000",3,3140,1470,1010,520,1720,13970,963,0.174330196,0.637943519,0.463613498,0.637943647
383,12371,24003730203,"$75,000 under $100,000",4,2050,710,1010,240,1240,9900,708,0.128167994,0.766111513,0.637943647,0.766111723
384,12381,24003730203,"$100,000 under $200,000",5,2730,450,2070,170,2140,14920,1159,0.209811731,0.975923244,0.766111723,0.975923268
385,12391,24003730203,"$200,000 or more",6,310,30,270,0,220,1470,133,0.024076756,1,0.975923268,1
386,12332,24003730204,Total,0,18120,9200,5540,2790,9790,92100,5240,0,0,0,0
387,12342,24003730204,"$1 under $25,000",1,5330,3910,440,870,1970,18310,1117,0.213167939,0.213167939,0,0.213168147
388,12352,24003730204,"$25,000 under $50,000",2,4560,2630,740,990,2500,17540,1090,0.208015267,0.421183206,0.213168147,0.42118337
389,12362,24003730204,"$50,000 under $75,000",3,3140,1470,1010,520,1720,14390,859,0.163931298,0.585114504,0.42118337,0.585114636
390,12372,24003730204,"$75,000 under $100,000",4,2050,710,1010,240,1240,12400,691,0.131870229,0.716984733,0.585114636,0.716984975
391,12382,24003730204,"$100,000 under $200,000",5,2730,450,2070,170,2140,24560,1270,0.242366412,0.959351145,0.716984975,0.959351186
392,12392,24003730204,"$200,000 or more",6,310,30,270,0,220,4900,214,0.040839695,1.00019084,0.959351186,1
393,12333,24003730300,Total,0,18120,9200,5540,2790,9790,82930,2469,0,0,0,0
394,12343,24003730300,"$1 under $25,000",1,5330,3910,440,870,1970,21400,574,0.232482787,0.232482787,0,0.232483018
